NT_GER,QE_I01,QE_I04,QE_I05,QE_I08,QE_I09,QE_I15
31.3,Solteiro(a),Nenhuma,Fundamental I,A,C,Sem Cotas
28.2,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
30.2,Solteiro(a),Fundamental II,Médio,A,B,Ensino Público
36.1,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
53.8,Solteiro(a),Superior,Superior,A,B,Sem Cotas
53.2,Solteiro(a),Nenhuma,Médio,A,C,Sem Cotas
57.7,Casado(a),Fundamental I,Nenhuma,B,E,Sem Cotas
36.7,Solteiro(a),Médio,Médio,A,B,Sim - ?
48.9,Solteiro(a),Médio,Fundamental II,B,E,2 ou mais critérios
44.4,Casado(a),Fundamental II,Médio,B,E,Ensino Público
24.3,Solteiro(a),Superior,Fundamental I,B,D,Sem Cotas
26.5,Casado(a),Fundamental I,Fundamental II,C,E,Sim - ?
32.4,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
49.3,Solteiro(a),Fundamental II,Fundamental I,A,B,Étnico-racial
48.9,Casado(a),Fundamental I,Nenhuma,B,E,Sem Cotas
50.6,Casado(a),Fundamental I,Fundamental I,B,B,Sem Cotas
50.1,Solteiro(a),Fundamental II,Fundamental I,B,E,Sem Cotas
29.3,Casado(a),Superior,Fundamental I,B,C,Sem Cotas
42.6,Solteiro(a),Fundamental I,Fundamental II,A,A,Sem Cotas
42.4,Casado(a),Fundamental II,Médio,A,B,Sem Cotas
56.1,Solteiro(a),Médio,Médio,C,B,Sem Cotas
42.7,Solteiro(a),Fundamental I,Nenhuma,B,D,Sem Cotas
38.4,Solteiro(a),Médio,Pós-graduação,B,E,Sem Cotas
63.4,Solteiro(a),Fundamental I,Médio,B,C,Sem Cotas
41.0,Solteiro(a),Médio,Médio,A,B,2 ou mais critérios
34.1,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
51.2,Solteiro(a),Nenhuma,Nenhuma,A,C,Sem Cotas
45.8,Divorciado(a),Fundamental I,Superior,D,F,Sem Cotas
52.2,Solteiro(a),Médio,Pós-graduação,A,B,2 ou mais critérios
35.6,Divorciado(a),Nenhuma,Fundamental I,B,E,Ensino Público
58.7,Solteiro(a),Nenhuma,Nenhuma,B,E,Ensino Público
57.7,Solteiro(a),Superior,Fundamental II,A,C,Sem Cotas
29.6,Solteiro(a),Superior,Médio,D,D,Sem Cotas
55.6,Solteiro(a),Fundamental II,Fundamental II,B,F,Sem Cotas
49.6,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
46.9,Casado(a),Fundamental II,Fundamental I,B,F,Sem Cotas
28.6,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
59.7,Divorciado(a),Nenhuma,Fundamental I,B,E,Sem Cotas
65.9,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
43.1,Solteiro(a),Médio,Médio,A,C,Sem Cotas
29.2,Outro,Nenhuma,Médio,A,A,Étnico-racial
57.4,Solteiro(a),Fundamental I,Nenhuma,A,A,2 ou mais critérios
47.0,Solteiro(a),Fundamental I,Nenhuma,C,F,Ensino Público
20.1,Casado(a),Superior,Médio,A,A,Ensino Público
61.3,,,,,,
53.1,Casado(a),Fundamental II,Fundamental I,A,B,Ensino Público
35.4,,,,,,
66.9,Casado(a),Médio,Pós-graduação,E,E,Sem Cotas
27.3,Solteiro(a),Nenhuma,Fundamental I,B,E,Sem Cotas
66.5,Casado(a),Médio,Fundamental I,E,C,Sem Cotas
57.9,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
62.1,Solteiro(a),Fundamental II,Fundamental II,B,A,Sem Cotas
37.6,Solteiro(a),Fundamental II,Fundamental II,A,E,Sem Cotas
36.1,Solteiro(a),Fundamental I,Fundamental II,A,B,Ensino Público
65.0,Solteiro(a),Superior,Superior,B,B,Sem Cotas
61.4,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
59.1,Solteiro(a),Médio,Superior,C,C,Sem Cotas
49.5,Casado(a),Fundamental II,Fundamental I,A,B,Sem Cotas
55.4,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
61.8,Solteiro(a),Médio,Superior,C,E,Sem Cotas
9.4,Casado(a),Médio,Superior,A,B,2 ou mais critérios
46.2,Solteiro(a),Pós-graduação,Médio,C,B,Sem Cotas
66.5,Solteiro(a),Médio,Fundamental I,A,B,2 ou mais critérios
31.4,Divorciado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
46.6,Casado(a),Fundamental II,Fundamental II,A,B,Sem Cotas
43.3,Outro,Fundamental I,Fundamental I,A,C,Sem Cotas
30.9,Divorciado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
33.6,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
33.5,Divorciado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
46.1,Casado(a),Médio,Médio,A,B,Sem Cotas
24.6,Solteiro(a),Fundamental II,Fundamental I,A,F,Étnico-racial
38.5,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
38.2,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
50.1,Casado(a),Fundamental I,Nenhuma,A,B,Sem Cotas
41.2,Casado(a),Fundamental II,Médio,A,E,Sem Cotas
18.9,Casado(a),Fundamental I,Fundamental I,B,B,Sem Cotas
17.7,Casado(a),Fundamental I,Nenhuma,B,E,Sem Cotas
32.6,Casado(a),Médio,Pós-graduação,B,E,Ensino Público
46.2,Solteiro(a),Médio,Superior,B,C,Sem Cotas
82.3,Solteiro(a),Médio,Médio,D,B,Sem Cotas
62.3,Viúvo(a),Nenhuma,Nenhuma,B,F,Ensino Público
48.9,Casado(a),Nenhuma,Médio,D,B,Étnico-racial
41.2,Solteiro(a),Médio,Médio,A,C,Sem Cotas
22.1,Solteiro(a),Fundamental I,Superior,D,C,Ensino Público
40.6,Casado(a),Fundamental II,Fundamental II,A,B,Sem Cotas
34.3,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
37.1,Solteiro(a),Superior,Médio,A,C,Sem Cotas
48.6,Solteiro(a),Médio,Médio,A,A,Renda
68.6,Solteiro(a),Fundamental II,Fundamental II,A,C,Sem Cotas
55.5,Solteiro(a),Médio,Superior,A,C,Sem Cotas
16.7,Casado(a),Superior,Superior,C,C,Sem Cotas
31.9,Outro,Fundamental I,Fundamental I,A,D,Sem Cotas
37.0,Casado(a),Médio,Pós-graduação,A,B,Sem Cotas
38.2,Casado(a),Médio,Superior,A,B,Sem Cotas
33.5,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
58.6,Solteiro(a),Fundamental I,Médio,A,C,Sem Cotas
37.6,Solteiro(a),Fundamental I,Fundamental I,B,E,2 ou mais critérios
22.7,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
33.5,Solteiro(a),Fundamental I,Médio,A,B,Ensino Público
49.0,Solteiro(a),Nenhuma,Fundamental I,B,E,Sem Cotas
19.5,Solteiro(a),Nenhuma,Nenhuma,A,E,Ensino Público
35.5,Casado(a),Fundamental II,Fundamental I,B,B,Sem Cotas
42.7,Solteiro(a),Médio,Pós-graduação,B,C,Sem Cotas
65.2,Solteiro(a),Médio,Pós-graduação,C,B,Sem Cotas
37.9,Casado(a),Superior,Superior,C,F,Sem Cotas
65.1,,,,,,
52.1,Solteiro(a),Fundamental I,Médio,A,D,Sem Cotas
49.7,Solteiro(a),Médio,Médio,A,A,Sem Cotas
50.5,Divorciado(a),Fundamental I,Fundamental I,C,F,2 ou mais critérios
55.3,,,,,,
37.6,Casado(a),Fundamental II,Médio,A,C,Sim - ?
49.9,,,,,,
37.1,Solteiro(a),Superior,Superior,D,C,Sem Cotas
68.1,Solteiro(a),Médio,Fundamental II,B,D,Sem Cotas
37.5,Casado(a),Fundamental II,Fundamental I,A,F,Étnico-racial
51.1,Solteiro(a),Fundamental I,Médio,B,C,Sem Cotas
36.8,,,,,,
44.1,,,,,,
53.8,,,,,,
16.7,Solteiro(a),Médio,Médio,A,F,Ensino Público
41.2,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
34.7,Solteiro(a),Médio,Médio,B,C,Ensino Público
34.1,Solteiro(a),Nenhuma,Superior,C,E,Sem Cotas
21.4,Casado(a),Médio,Médio,A,B,Sem Cotas
40.7,Solteiro(a),Superior,Médio,A,B,Ensino Público
40.8,Solteiro(a),Fundamental I,Médio,C,B,Étnico-racial
49.8,Solteiro(a),Médio,Médio,D,E,Sem Cotas
62.0,Solteiro(a),Fundamental II,Médio,A,A,2 ou mais critérios
42.9,Solteiro(a),Fundamental II,Superior,C,C,Sem Cotas
57.5,Solteiro(a),Fundamental II,Fundamental II,B,C,2 ou mais critérios
44.7,Solteiro(a),Médio,Médio,A,C,Ensino Público
56.2,Outro,Nenhuma,Fundamental I,A,D,Renda
35.6,Casado(a),Fundamental II,Fundamental I,A,E,Étnico-racial
52.4,Casado(a),Fundamental II,Fundamental I,A,C,Étnico-racial
37.6,Casado(a),Médio,Pós-graduação,A,C,Sem Cotas
38.6,Solteiro(a),Fundamental II,Fundamental II,A,A,Ensino Público
35.9,Solteiro(a),Médio,Médio,B,B,Sem Cotas
42.8,Solteiro(a),Médio,Médio,B,C,2 ou mais critérios
34.8,Solteiro(a),Pós-graduação,Médio,F,C,Sem Cotas
40.1,Solteiro(a),Médio,Superior,B,C,Sem Cotas
63.8,,,,,,
36.6,Solteiro(a),Médio,Fundamental II,A,E,Renda
65.9,Solteiro(a),Superior,Superior,C,B,Sem Cotas
64.6,Solteiro(a),Médio,Médio,C,B,Sem Cotas
61.9,Solteiro(a),Fundamental II,Pós-graduação,C,B,Sem Cotas
66.2,Solteiro(a),Médio,Pós-graduação,F,B,Sem Cotas
61.5,Solteiro(a),Médio,Superior,D,C,Sem Cotas
45.5,Casado(a),Superior,Superior,C,B,Sem Cotas
65.7,Solteiro(a),Médio,Fundamental II,C,C,Sem Cotas
58.0,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
64.5,Solteiro(a),Superior,Pós-graduação,E,B,Sem Cotas
53.5,Casado(a),Médio,Médio,C,C,Étnico-racial
51.6,Solteiro(a),Nenhuma,Médio,A,B,Ensino Público
39.1,Casado(a),Médio,Superior,C,B,Sem Cotas
63.4,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
65.7,Solteiro(a),Superior,Superior,F,B,Sem Cotas
55.7,Solteiro(a),Fundamental II,Médio,A,B,Renda
46.9,Solteiro(a),Superior,Superior,E,B,Sem Cotas
57.6,Outro,Médio,Médio,C,B,Sem Cotas
74.0,Solteiro(a),Superior,Superior,C,B,Sem Cotas
62.2,Solteiro(a),Médio,Pós-graduação,F,C,Sem Cotas
61.9,Solteiro(a),Superior,Médio,E,B,Sem Cotas
65.0,Solteiro(a),Superior,Pós-graduação,C,C,Sem Cotas
62.0,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
55.9,Solteiro(a),Fundamental I,Fundamental II,A,A,2 ou mais critérios
58.6,Solteiro(a),Fundamental II,Fundamental II,A,A,Ensino Público
32.2,Solteiro(a),Médio,Médio,C,C,Sem Cotas
41.7,Solteiro(a),Fundamental I,Médio,C,C,2 ou mais critérios
64.8,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
67.6,Solteiro(a),Superior,Superior,D,E,Sem Cotas
47.7,Solteiro(a),Fundamental I,Médio,B,C,Ensino Público
69.3,Solteiro(a),Pós-graduação,Superior,D,C,Sem Cotas
63.6,Solteiro(a),Médio,Superior,E,C,Sem Cotas
29.3,Solteiro(a),Superior,Médio,D,B,Sem Cotas
63.0,Solteiro(a),Médio,Pós-graduação,F,B,Sem Cotas
55.7,Solteiro(a),Fundamental I,Superior,A,A,Ensino Público
57.8,Solteiro(a),Médio,Médio,C,C,2 ou mais critérios
68.0,Casado(a),Médio,Médio,B,D,Sem Cotas
72.7,Solteiro(a),Nenhuma,Médio,C,B,Sem Cotas
71.6,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
59.8,Solteiro(a),Fundamental II,Médio,A,A,Étnico-racial
69.9,Solteiro(a),Superior,Superior,D,C,Sem Cotas
72.6,Solteiro(a),Fundamental I,Nenhuma,B,B,Renda
39.4,Solteiro(a),Médio,Fundamental II,C,C,Sem Cotas
73.2,Solteiro(a),Pós-graduação,Superior,F,C,Sem Cotas
52.4,Solteiro(a),Médio,Médio,A,C,2 ou mais critérios
53.0,Solteiro(a),Superior,Fundamental II,A,B,2 ou mais critérios
74.7,Solteiro(a),Fundamental II,Médio,D,C,Sem Cotas
65.5,Solteiro(a),Superior,Superior,E,B,Sem Cotas
70.5,Solteiro(a),Superior,Superior,B,B,Sem Cotas
65.5,Solteiro(a),Pós-graduação,Superior,F,C,Sem Cotas
50.2,Solteiro(a),Superior,Superior,D,B,Sem Cotas
46.9,Solteiro(a),Médio,Superior,B,C,Ensino Público
33.8,Solteiro(a),Fundamental I,Fundamental II,C,B,Ensino Público
71.9,Solteiro(a),Pós-graduação,Fundamental II,D,A,Sem Cotas
52.0,Solteiro(a),Médio,Pós-graduação,D,B,Sem Cotas
42.8,Solteiro(a),Médio,Superior,C,B,Sem Cotas
60.2,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
88.7,Solteiro(a),Superior,Superior,E,C,Sem Cotas
55.5,Solteiro(a),Médio,Médio,C,B,Sem Cotas
73.5,Solteiro(a),Médio,Médio,C,C,Sem Cotas
43.2,Solteiro(a),Superior,Pós-graduação,E,C,Sem Cotas
60.3,Solteiro(a),Fundamental II,Médio,D,C,Sem Cotas
77.6,Solteiro(a),Médio,Superior,D,B,Sem Cotas
32.2,Solteiro(a),Médio,Médio,B,B,Ensino Público
58.5,Casado(a),Médio,Fundamental I,C,C,Ensino Público
58.8,Casado(a),Médio,Superior,E,D,Sem Cotas
22.9,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
85.9,Solteiro(a),Superior,Superior,E,B,Sem Cotas
66.3,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
60.1,Solteiro(a),Superior,Superior,D,C,Sem Cotas
68.9,Solteiro(a),Médio,Médio,C,C,Sem Cotas
63.1,Solteiro(a),Superior,Superior,E,C,Sem Cotas
33.7,Solteiro(a),Médio,Médio,D,C,Sem Cotas
58.1,Solteiro(a),Médio,Superior,C,B,Sem Cotas
53.7,Solteiro(a),Médio,Médio,C,C,Sem Cotas
46.4,Solteiro(a),Nenhuma,Fundamental II,A,C,Sem Cotas
42.1,Solteiro(a),Superior,Pós-graduação,D,B,Sem Cotas
64.3,Solteiro(a),Médio,Superior,D,B,Sem Cotas
50.6,Solteiro(a),Fundamental I,Médio,B,B,Ensino Público
39.8,Solteiro(a),Médio,Médio,B,B,Sem Cotas
21.3,Solteiro(a),Médio,Médio,A,E,Ensino Público
63.5,Solteiro(a),Fundamental I,Fundamental I,B,C,Sem Cotas
81.1,Solteiro(a),Médio,Superior,E,C,Sem Cotas
86.5,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
57.7,Solteiro(a),Fundamental I,Médio,B,C,Renda
60.8,Solteiro(a),Médio,Superior,D,C,Sem Cotas
72.6,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
46.6,Solteiro(a),Superior,Superior,E,B,Sem Cotas
58.5,Solteiro(a),Superior,Superior,D,B,Sem Cotas
60.0,Solteiro(a),Superior,Pós-graduação,D,B,Sem Cotas
25.0,Solteiro(a),Fundamental I,Fundamental I,B,B,Étnico-racial
55.8,Solteiro(a),Médio,Superior,E,C,Sem Cotas
71.6,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
70.3,Solteiro(a),Fundamental I,Superior,A,C,Sem Cotas
67.7,Solteiro(a),Médio,Médio,B,B,Sem Cotas
38.2,Solteiro(a),Fundamental I,Médio,A,B,Ensino Público
72.1,Solteiro(a),Médio,Superior,B,D,Sem Cotas
57.7,Solteiro(a),Superior,Pós-graduação,F,C,Ensino Público
73.8,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
53.2,Solteiro(a),Superior,Médio,E,B,Sem Cotas
64.0,Solteiro(a),Fundamental II,Fundamental II,B,B,Ensino Público
31.6,Casado(a),Superior,Superior,D,C,Sem Cotas
54.3,Solteiro(a),Médio,Pós-graduação,C,C,Étnico-racial
59.7,Solteiro(a),Médio,Médio,A,B,Ensino Público
42.7,Solteiro(a),Fundamental I,Médio,B,C,Ensino Público
55.7,Solteiro(a),Médio,Médio,C,C,Sem Cotas
63.2,Solteiro(a),Superior,Médio,D,E,Ensino Público
54.1,Solteiro(a),Fundamental I,Fundamental II,B,D,Sem Cotas
46.3,Solteiro(a),Superior,Superior,F,C,Sem Cotas
57.4,Solteiro(a),Pós-graduação,Médio,A,D,Sem Cotas
39.4,Solteiro(a),Médio,Médio,B,A,Sem Cotas
50.8,Solteiro(a),Pós-graduação,Superior,F,C,Sem Cotas
42.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
45.3,Solteiro(a),Fundamental II,Fundamental II,B,C,Sem Cotas
45.9,Solteiro(a),Médio,Médio,A,A,Sem Cotas
62.6,Solteiro(a),Médio,Médio,C,B,Sem Cotas
27.4,Solteiro(a),Superior,Médio,A,C,Sem Cotas
33.0,Solteiro(a),Médio,Superior,E,B,Sem Cotas
30.4,Solteiro(a),Superior,Superior,D,C,Sem Cotas
53.9,Solteiro(a),Médio,Médio,B,C,Sem Cotas
47.0,Solteiro(a),Fundamental II,Fundamental II,A,A,Sem Cotas
39.3,Solteiro(a),Médio,Fundamental I,A,B,2 ou mais critérios
48.8,Solteiro(a),Médio,Fundamental I,C,B,Étnico-racial
49.9,Solteiro(a),Superior,Superior,E,B,Sem Cotas
35.7,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
37.2,Solteiro(a),Médio,Médio,B,B,Sem Cotas
21.9,Casado(a),Superior,Fundamental II,C,D,Ensino Público
18.9,Solteiro(a),Fundamental I,Médio,A,B,Ensino Público
24.9,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
24.0,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
30.8,Solteiro(a),Médio,Médio,B,B,Sem Cotas
58.1,Solteiro(a),Superior,Fundamental II,A,A,Ensino Público
31.1,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
18.6,Divorciado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
59.1,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
33.3,Solteiro(a),Pós-graduação,Superior,G,C,Sem Cotas
45.8,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
62.9,Solteiro(a),Superior,Superior,D,C,Sem Cotas
38.1,Solteiro(a),Superior,Pós-graduação,C,B,Sem Cotas
44.3,Solteiro(a),Médio,Médio,B,B,Sem Cotas
71.4,Solteiro(a),Superior,Superior,D,E,Sem Cotas
52.5,Solteiro(a),Superior,Superior,G,C,Sem Cotas
59.6,Solteiro(a),Médio,Médio,A,B,Sem Cotas
66.5,Solteiro(a),Superior,Superior,C,C,Sem Cotas
41.3,Solteiro(a),Superior,Superior,D,B,Sem Cotas
77.6,Solteiro(a),Pós-graduação,Superior,C,B,Sem Cotas
56.4,Solteiro(a),Pós-graduação,Médio,C,C,2 ou mais critérios
40.7,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
51.4,Solteiro(a),Médio,Superior,C,B,Sem Cotas
68.9,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
54.3,Solteiro(a),Médio,Médio,B,B,2 ou mais critérios
51.0,Solteiro(a),Superior,Superior,D,B,Sem Cotas
67.9,Solteiro(a),Fundamental I,Médio,E,B,Sem Cotas
70.4,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
74.1,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
57.7,Solteiro(a),Médio,Fundamental II,A,B,2 ou mais critérios
46.0,Solteiro(a),Superior,Médio,D,D,Ensino Público
39.8,Solteiro(a),Médio,Superior,B,B,Sem Cotas
48.9,Solteiro(a),Médio,Médio,D,A,Ensino Público
57.6,Solteiro(a),Médio,Fundamental I,A,A,Étnico-racial
70.7,Solteiro(a),Médio,Fundamental I,A,B,Sem Cotas
67.3,Solteiro(a),Fundamental I,Fundamental I,A,E,2 ou mais critérios
68.9,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
63.9,Solteiro(a),Médio,Pós-graduação,C,B,Sem Cotas
56.6,Solteiro(a),Médio,Pós-graduação,E,B,Sem Cotas
36.2,Solteiro(a),Pós-graduação,Médio,E,D,Sem Cotas
45.8,Solteiro(a),Superior,Superior,D,C,Sem Cotas
66.5,Solteiro(a),Fundamental II,Médio,B,E,Sem Cotas
62.8,Casado(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
55.1,Solteiro(a),Médio,Pós-graduação,F,B,Sem Cotas
43.4,Solteiro(a),Fundamental II,Pós-graduação,C,C,Ensino Público
75.6,Solteiro(a),Fundamental I,Pós-graduação,D,B,Sem Cotas
75.3,Casado(a),Médio,Médio,E,C,Sem Cotas
53.7,Solteiro(a),Fundamental II,Fundamental II,B,B,Ensino Público
48.0,Solteiro(a),Médio,Médio,E,B,Sem Cotas
55.9,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
65.5,Solteiro(a),Médio,Fundamental I,C,B,Sem Cotas
58.4,Casado(a),Médio,Médio,A,E,Sem Cotas
31.6,Solteiro(a),Superior,Médio,A,B,Sem Cotas
47.6,Solteiro(a),Superior,Superior,F,B,Sem Cotas
58.6,Solteiro(a),Superior,Superior,E,B,Sem Cotas
51.6,Solteiro(a),Superior,Fundamental II,D,B,Étnico-racial
63.2,Solteiro(a),Superior,Médio,F,C,Sem Cotas
64.6,Solteiro(a),Pós-graduação,Superior,E,B,Sem Cotas
60.3,Solteiro(a),Fundamental I,Fundamental I,A,A,Étnico-racial
46.2,Solteiro(a),Superior,Superior,C,B,Sem Cotas
70.2,Solteiro(a),Superior,Superior,E,C,Sem Cotas
68.4,Divorciado(a),Fundamental II,Médio,C,E,Sem Cotas
58.3,Solteiro(a),Superior,Superior,F,C,Sem Cotas
49.9,Solteiro(a),Superior,Médio,F,D,Sem Cotas
67.2,Solteiro(a),Fundamental II,Médio,A,C,Étnico-racial
37.1,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
80.5,Solteiro(a),Fundamental I,Pós-graduação,C,A,2 ou mais critérios
53.8,Solteiro(a),Superior,Superior,F,B,Sem Cotas
61.2,Divorciado(a),Fundamental II,Fundamental II,C,E,2 ou mais critérios
49.5,Solteiro(a),Fundamental I,Pós-graduação,B,B,Sem Cotas
78.9,Solteiro(a),Superior,Superior,E,B,Sem Cotas
63.9,Casado(a),Fundamental II,Pós-graduação,C,D,Sem Cotas
71.3,Solteiro(a),Médio,Médio,C,B,Sem Cotas
33.8,Solteiro(a),Médio,Fundamental II,F,B,Sem Cotas
65.1,Solteiro(a),Médio,Pós-graduação,F,C,Sem Cotas
76.6,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
50.6,Solteiro(a),Pós-graduação,Pós-graduação,G,B,Sem Cotas
70.7,Solteiro(a),Fundamental II,Médio,C,B,Ensino Público
54.7,Solteiro(a),Superior,Superior,G,B,Sem Cotas
55.1,Solteiro(a),Médio,Superior,D,C,Ensino Público
71.3,Casado(a),Nenhuma,Fundamental I,C,F,Ensino Público
35.3,Solteiro(a),Fundamental I,Médio,A,B,Étnico-racial
46.3,Solteiro(a),Superior,Médio,C,B,Sem Cotas
67.6,Solteiro(a),Fundamental I,Fundamental II,B,B,Renda
56.1,Solteiro(a),Fundamental II,Médio,A,B,2 ou mais critérios
63.8,Solteiro(a),Superior,Pós-graduação,E,C,Sem Cotas
76.3,Solteiro(a),Fundamental I,Fundamental I,C,F,Sem Cotas
55.3,Solteiro(a),Médio,Médio,D,D,Sem Cotas
75.4,Solteiro(a),Nenhuma,Médio,E,E,Étnico-racial
68.1,Solteiro(a),Médio,Superior,C,C,Sem Cotas
67.3,Solteiro(a),Médio,Superior,E,B,Sem Cotas
48.2,Solteiro(a),Médio,Médio,B,B,Ensino Público
68.1,Solteiro(a),Médio,Médio,C,B,Sem Cotas
64.3,Solteiro(a),Superior,Superior,D,B,Sem Cotas
88.5,Solteiro(a),Pós-graduação,Pós-graduação,F,C,Sem Cotas
80.3,Solteiro(a),Superior,Superior,F,B,Sem Cotas
67.9,Solteiro(a),Médio,Médio,B,B,Sem Cotas
49.5,Solteiro(a),Médio,Médio,C,B,Ensino Público
79.9,Solteiro(a),Fundamental I,Médio,D,B,Sem Cotas
83.5,Solteiro(a),Superior,Superior,F,B,Sem Cotas
50.1,Divorciado(a),Pós-graduação,Superior,E,C,Sem Cotas
71.9,Solteiro(a),Pós-graduação,Médio,F,B,Sem Cotas
77.0,Solteiro(a),Fundamental I,Fundamental I,C,B,Sem Cotas
66.8,Solteiro(a),Fundamental I,Fundamental I,C,C,Étnico-racial
62.7,Casado(a),Superior,Superior,B,C,Sem Cotas
47.4,Solteiro(a),Superior,Médio,B,B,Sim - ?
37.8,Solteiro(a),Superior,Superior,F,B,Sem Cotas
43.8,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
41.8,Solteiro(a),Superior,Superior,A,B,Sem Cotas
61.2,Solteiro(a),Médio,Pós-graduação,D,C,Sem Cotas
35.4,Solteiro(a),Pós-graduação,Médio,F,C,Étnico-racial
48.7,Solteiro(a),Nenhuma,Superior,E,C,Sem Cotas
49.5,Solteiro(a),Fundamental I,Fundamental II,C,B,Sem Cotas
49.3,Casado(a),Pós-graduação,Superior,B,B,Sem Cotas
33.4,Solteiro(a),Médio,Superior,D,B,Sem Cotas
63.1,Solteiro(a),Médio,Fundamental II,B,B,Sem Cotas
37.8,Solteiro(a),Médio,Médio,B,A,Étnico-racial
50.1,Solteiro(a),Médio,Superior,C,C,Sem Cotas
51.9,Solteiro(a),Médio,Médio,B,B,Renda
29.1,Solteiro(a),Pós-graduação,Médio,E,C,Sem Cotas
53.8,Solteiro(a),Superior,Médio,B,B,Sem Cotas
23.6,Solteiro(a),Nenhuma,Nenhuma,A,E,Sem Cotas
59.0,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
48.2,Solteiro(a),Médio,Médio,D,B,Sem Cotas
53.6,Solteiro(a),Fundamental I,Superior,C,B,Sem Cotas
66.7,Solteiro(a),Superior,Superior,E,B,Sem Cotas
32.9,Casado(a),Superior,Superior,B,E,Sem Cotas
76.1,Solteiro(a),Superior,Médio,D,B,Sem Cotas
59.1,Solteiro(a),Fundamental I,Médio,B,B,Ensino Público
40.2,Solteiro(a),Superior,Médio,B,B,Sem Cotas
55.0,Solteiro(a),Superior,Médio,C,B,Ensino Público
62.3,Solteiro(a),Médio,Superior,D,D,Sem Cotas
59.7,Solteiro(a),Médio,Pós-graduação,E,C,Sem Cotas
48.9,Casado(a),Superior,Pós-graduação,A,B,Sem Cotas
59.0,Solteiro(a),Médio,Médio,B,B,Sem Cotas
66.0,Solteiro(a),Superior,Superior,E,B,Sem Cotas
56.1,Solteiro(a),Médio,Médio,C,B,Sem Cotas
55.7,Solteiro(a),Fundamental I,Médio,C,C,Renda
54.3,Solteiro(a),Fundamental I,Superior,A,B,Sem Cotas
52.9,Outro,Superior,Médio,E,B,Sem Cotas
49.0,Solteiro(a),Superior,Médio,C,B,Sem Cotas
36.4,Solteiro(a),Médio,Médio,D,B,Sem Cotas
56.4,Solteiro(a),Superior,Pós-graduação,F,B,Sem Cotas
57.8,Solteiro(a),Médio,Fundamental II,C,D,Ensino Público
